,artist,title,album,decade,year,date,lyric
10,Beastie Boys,Brass Monkey,Licensed to Ill,80s,1986,1986-Nov-15,brass monkey that funky monkey brass monkey junkie that funky monkey brass got this dance thats more than real drink brass monkey heres how you feel you put your left leg down your right leg up tilt your head back lets finish the cup mca with the bottle d rocks the can adrock gets nice with charlie chan were offered moët we dont mind chivas wherever we go we bring the monkey with us adrock drinks three miked is d double r foots the bill most definitely i drink brass monkey and i rock well i got a castle in brooklyn thats where i dwell brass monkey that funky monkey brass monkey junkie that funky monkey brass because cause i drink it anytime and any place when its time to get ill i pour it on my face monkey tastes def when you pour it on ice come on yall its time to get nice coolin by the lockers getting kind of funky me and the crew were drinking brass monkey this girl walked by she gave me the eye i reached in the locker grabbed the spanish fly i put it in the monkey mixed it in a cup went over to the girl yo baby whats up i offered her a sip sip the girl she gave me lip lip it did begin the stuff wore in and now shes on my tip brass monkey that funky monkey brass monkey junkie that funky monkey brass step up to the bar put the girl down she takes a big gulp and slaps it around you take a sip you can do it you get right to it we had a case in the place and we went right through it you got a dry martini you thinking youre cool ill take your place at the bar i smack you off your stool ill down a dog in a single gulp and if you got beef youll get beat to a pulp monkey and parties and reelin and rockin def def girls girls all yall jockin the song and dance keeping you in a trance if you dont buy my record i got my advance i drink it i think it i see it i be it i love brass monkey but i dont give d it we got the bottle you got the cup come on everybody lets get ffffff brass monkey that funky monkey brass monkey junkie that funky monkey brass monkey that funky monkey brass monkey junkie that funky monkey brass monkey
11,Beastie Boys,Slow and Low,Licensed to Ill,80s,1986,1986-Nov-15,let it flow let yourself go slow and low that is the tempo let it flow let yourself go slow and low that is the tempo its never old school all brand new so everybody catch the bugaloo flu not like a fever not like a cold the beats are clear the rhymes are bold so dont see a doctor or see a nurse just listen to the music first things first first of all get off the wall its time to party so have a ball we slowed it on down so get the hell up like a volcano ill erupt we got determination bass and highs white castle fries only come in one size what you see is what you get and you aint seen nothing yet so let it flow let yourself go slow and low that is the tempo let it flow let yourself go slow and low that is the tempo i do not sing but i make a def song you could live your whole life and i hope you live long on the gong show we wont get gonged were the beastie boys not cheech and chong strong as a ox fresh out the box the crowd is so live theyre coming in flocks and when we go on the crowd goes off its all hard rock theres nothing soft let it flow let yourself go slow and low that is the tempo let it flow let yourself go slow and low that is the tempo cod so let it flow let yourself go slow and low that is the tempo and let it flow let yourself go slow and low that is the tempo now we not only rock the house but we house the rock we dont stroll but we roll straight to the top mca adrock miked makes three and we can do it like this in the place to be when im recorded youll be rewarded i know my song is def cause you all applauded not pcp or lsd just me miked in the place to be this is not free you must pay a fee cash on delivery like a cod so let it flow let yourself go slow and low that is the tempo and let it flow let yourself go slow and low that is the tempo the beat is slow in order to dance i wanna hear i dos and no i cants first move your leg and then your arms its not fast and nervous this dance is calm its truly stable and you ought to be able to dance to the record when its on the turntable so let it flow let yourself go slow and low that is the tempo and let it flow let yourself go slow and low that is the tempo and let it flow let yourself go slow and low that is the tempo and let it flow let yourself go slow and low that is the tempo
12,Beastie Boys,Time to Get Ill,Licensed to Ill,80s,1986,1986-Nov-15,whats the time its time to get ill and whats the time its time to get ill so whats the time its time to get ill now whats the time its time to get ill im not the type of person who likes to waste my time and when im on the mic i just say my rhymes and im out on bail the check is in the mail they can sentence me to life and i wont go to jail im cool calm collected from class i was ejected just me miked and mca were rarely disrespected i got all the time that i need to kill whats the time its time to get ill you been fully captivated by that funky ass bass your girlfriend screams when mcas in the place he stumbles in the room with the chivas in his hand cold chillin in the spot at the microphone stand id have the pedal to the metal if i had a car but im chiller with the miller cold coolin at the bar i can drink a quart of monkey and still stand still whats the time its time to get ill yeah look lookin look look look look lookin at my gucci its about that time lookin at my gucci its about that time deee went outside my house i went down to the deli i spent my last dime to refill my fat belly i got rhymes galime i got rhymes galilla and i got more rhymes than phyllis diller mca takes a stand man youre in command homebody turn it out and dont give a damn man my name is mca ive got a license to kill and whats the time its time to get ill im mr ed the famous mr ed riding down the blockuh ahh riding down the block with my box in my hand today i feel like chillin just as chill as i can coolin on the corner with a forty of oe cause me and mca were down with miked man when i run a jam i dont give a damn when im throwing bass i say thank you maam fuel injected rhyme connected running things well im the king adrock and im the king of all kings im looking for a spot things are gettin hot im mca im here to stay and you sir you are not oh no it could not be its such a sight to see its such a trip youre on my tip so listen to miked my work is my play because im playing when i work my names miked as you can see man i can do the jerk mca adrock miked its chill whats the time its time to get ill now whats the time its time to get ill and whats the time its time to get ill so whats the time its time to get ill and whats the time its time to get ill
13,Beastie Boys,To All the Girls,Pauls Boutique,80s,1989,1985-Jul-25,yeah to all the brooklyn girls to all the french girls to all of the oriental girls chinese japanese to all the swiss girls and the italian women to the upper east side nubiles to all the jamaican girls and to the topless dancers australian and brazilian to the southern belles to the puerto rican girls to the stewardesses flying around the world
14,Beastie Boys,Shake Your Rump,Pauls Boutique,80s,1989,1985-Jul-25,now i rock a house party at the drop of a hat now i beat a biter down with an alunimum bat a lot of people they be jonesin just to hear me rock the mic they be staring at the radio staying up all night so like a pimp im pimpin i got a boat to eat shrimp in nothing wrong with my leg im just bboy limpin got arrested at the mardi gras for jumping on a float my man mcas got a beard like a billy goat ooh ooh is my disco call mca im gettin rope yall routines i bust and the rhymes that i write and ill be busting routines and rhymes all night like eating burgers or chicken and youll be picking ya nose man im on time homie thats how it goes you heard my style i think you missed the point its the joint miked with your bad self running things with your bad breath onion rings well im miked and im back from the dead chillin at the beach down at club med make another record cause the people they want more of this suckers they be saying they can take out adam horovitz hurricane you got clout other djs hell put your head out a puppet on a string im paid to sing or rhyme or do my thing im in a lava lamp inside my brain hotel i might be freakin or peakin but i rock well the patty duke show the wrench and then i bust the tango got more rhymes than jamaica got mango i got the peg leg at the end of my stump a shake your rump a a full clout yall a full clout yall and when the mic is in my mouth i turn it out yall a full clout just like this never been dumped cause im the most mackinest never been jumped cause im known the most packinest yeah weve got beef chief were knocking out teeth chief and if you dont believe us you should question your belief keith like sam the butcher bringing alice the meat like fred flintstone driving around with bald feet should i have another sip nah skip it in the back of the ride and bust with the whippet rope a dope dookies all around the neck woo ha got them all in check running from the law the press and the parents is your name michael diamond no mines clarence from downtown manhattan the village my style is wild and you know that it still is disco bag schlepping and youre doing the bump shake your rump a
15,Beastie Boys,Johnny Ryall,Pauls Boutique,80s,1989,1985-Jul-25,one two three four one two three four one two three four oh wine cooler johnny ryall is the bum on my stoop i gave him fifty cents to buy some soup he knows the time with the fresh gucci watch hes even more over than my mayor ed koch washing windows on the bowery at a quarter to four cause he aint gonna work on maggies farm no more livin on borrowed time and borrowed money sleepin in the street there aint a damn thing funny with the hand me down food and the hand me down clothes a rockabilly past of which nobody knows makes his home all over the place he goes to sleep by falling down on his face sometimes known as the leader of the homeless sometimes drunk and hes always phoneless sleepin on the street in a cardboard box hes better off drinkin than smokin the rocks johnny ryall johnny ryall kickin uptown kickin downtown kickin crosstown johnny ryall johnny ryall he drinks where he lies hes covered with flies hes got the hand me down pumas and the tie dyes well you go upstate and you get your head together thunderbird is the word and youre light as a feather detox at the flop house no booze allowed remember the good old days with the rockabilly crowd memphis is where hes from he lives in the street but hes no bum hes a rockabilly star from the days of old he used to have teeth all filled with gold he got a platinum voice but only gold records on the bass was boots and on the drums was checkers louis vuitton with the gucci guitar johnny ryall who do you think you are johnny ryall johnny ryall drinkin night train drinkin oe johnny ryall johnny ryall one two three four one two three four one two three four one two three donald trump and donald tramp living in the mens shelter wonder bread bag shoes and singing helter skelter he asks for a dollar you know what its for man bottle after bottle he always needs more hes no less important than you working class stiffs he drinks a lot of liquor but he dont drink piss he paid his dues playing the blues he claims that he wrote the blue suede shoes elvis shaved his head when he went into the army thats right yall his name is johnny kick it johnny ryall johnny ryall johnny ryall johnny rya check the cool wax
16,Beastie Boys,Egg Man,Pauls Boutique,80s,1989,1985-Jul-25,ahh yeah i looked out the window seen his bald head ran to the fridge and pulled out an egg scoped him with my scopes he had no hair launched that shot and he was caught out there saw the convertible driving by i loaded up the slingshot let one fly he went for his to find he didnt have one put him in check correct with my egg gun the egg a symbol of life i go inside your house and bust out your wife i pulled out the jammy he thought it was a joke the trigger i pulled his face the yolk reached in his pocket took all his cash left my man standing with the egg mustache suckers they come a dime a dozen when i say dozen you know what im talkin about boy yeah thats right im the egg man driving around king of the town always got my windows rolled down ready to throw you know im the egg man once upon a time humpty dumpty was a big fat egg he was playing the wall then he broke his leg tossed it out the window three minutes hot hit the rastaman he said which came first the chicken or the egg i egged the chicken and then i ate his leg riding the trains in between cars when i pull out the station youre gonna get yours drive by eggings plaguing la yo you just got my little cousin ese sometimes hard boiled sometimes runny comes from a chicken not a bunny dummy people laugh its no joke my names yauch and im throwing the yolk now they got me in a cell but i dont care it was then that i got caught catching people out there up on the roof in my car up all night im going through science like dolemite the mack im the egg man taxi driver im the egg man egg man egg man we all dressed in black we snuck up around the back we began to attack the eggs did crack on hazes back sam i am down with the program green eggs and ham yosemite sam come halloween you know i come strapped i throw it at a sucker k pap you made the mistake and judge a man by his race you go through life with egg on your face woke up in the morning peculiar feeling looked up and saw egg dripping from the ceiling the family punk rocks the businessman ill dog everybody with the egg in my hand its not like the crack that you put in a pipe but crack on your forehead heres a towel now wipe egg man egg man egg man egg man egg man egg man egg man egg man egg man egg man egg man egg man egg man egg man egg man egg man egg man egg man
17,Beastie Boys,High Plains Drifter,Pauls Boutique,80s,1989,1985-Jul-25,cause im the high plains drifter and im the drifter the high plains drifter and im the drifter they cant catch me theyre never going to find me theyre never gonna know that im the high plains drifter pulled over to the river to take a rest pulled out a pair of pliers pulled a bullet out of my chest fear and loathing cross the country listenin to my track i reached behind the seat and snatched a kool from the pack im long distance from my girl and im talking on the cellular she said that she was sorry and i said yeah the hell you were check the rear view mirror check the gold tooth display check the odometer and i was on my way cause im the high plains drifter the best that you can get a strapped shoplifter a pirate on cassette bust a travis bickle when i feel that im getting pushed dont step to me cause you could be getting mushed im doing plowing over mailboxes radar detector to tell me where the cops is spend another night at the motel its five dollars extra to get the porno flicks and then i concoct a black and tan in my brandy snifter im a kleptomaniac k mart shoplifter cash flow getting low so i had to pull a job i found a nice place to visit but a better place to rob i left my car outside and the engine still revving takin care of business at eleven and then i went inside to make my withdrawal i saw what he had had but i had to take it all knucklehead deli tried to gyp me off the price so i clocked him on the turban with a bag of ice cause im mo lello like yo lello cool like lemonade i made my getaway and then i thought that i had it made i feel like steve mcqueen a former movie star looked in the rear view mirror seen the police car ballantine quarts with the puzzle on the cap i couldnt help to notice i was caught in a speed trap dirty mary crazy larry on the run from dirty harry stash the cash in the dash but my gun i did carry im seeing blue and red flashing deep in the night i got my alibi straight and i pulled over to the right the cop knocked on my window and said boy wheres the fire you got a mailbox on your bumper and a bald front tire outta the car longhair your goose is cooked read me my rights fingerprinted and booked making like a dt driving a gran fury wherever i hang my hats my home and my past is kind of blurry every dog will have his day mine will be in front of a jury high plains drifter you know that im never in a hurry read me my rights as if i didnt know this threw me in the tank with a drunk called otis with his oclock shadow he smelled of day old beer my man turned to me and said why are you here i said im charming im dashing im rental car bashing im phony paper passing at nix check cashing i went before the judge he sent me to the brooklyn house of d he said you behave or well throw away the key houdinid out the cuffs kicked the screw in the knee i took the bailiffs wallet and went straight to otb i had a good feeling easy come easy go i bet on one horse to win and your mother to show and sure enough that nag came in brought my ticket to the window and collected my win and then i broke into my new car with a wire coat hanger hot wired hot wheeled and suzy is a headbanger
18,Beastie Boys,The Sounds of Science,Pauls Boutique,80s,1989,1985-Jul-25,now here we go dropping science dropping it all over like bumping around the town like when youre driving a range rover expanding the horizon and expanding the parameters expanding the rhymes of sucka mc amateurs naugles isaac newton a scientific ez ben franklin with the kite gettin ova with the key now rock shocker the mike of the many times times the times tables rock well to tell dispel all of the old fables cuz i be dropping the new science and i be kicking the new k nowledge an emcee to a degree that you cant get in college now the dregs of the earth and the eggs that i eat ive got pegs through my hands and one through my feet shea stadium the radium emd squared kicked out of the palladium dja think that i cared its the sounds of science the sounds of science science rope a dope the newest in new right up to your face and diss you waxin and milkin all of yall square heads time and money for girls covered with honey you lie and aspire to be as cunning reelin and rockin and rollin b sized d cup order the quarter deluxe why dontcha wake up my mind is kinda flowing like an oil projector had to get up and get the jimmy protector went berserk and worked and exploded she woke up in the morning and her face was coated buddy you study the man on the mic d do whatcha like drunk as a skunk am i from celebration to peep that freak unique penetration well i figured out who makes the crack its the suckas with the badges and the blue jackets professor of science cuz i keep droppin it i smell weak cuz yall keep poppin it people always ask me whats the phenomenon yo whats up yo whats goin on no one really knows what im talkin about and yeah thats right my names yauch ponce de leon constantly on the fountain of youth not robotron peace is a word ive heard before so move and move and move up on the dance floor cuz im gonna die gonna die one day cuz im goin and goin and goin this way not like a roach or a piece of toast im goin out first class aint goin out coach rock my adidas never rock filas i do not sniff the coke i only smoke the sinsemilla well with my nose i knows and with my scope i scopes what i live i write and thats strictly rope i got science for any occasion postulating theorems formulating equations well cheech wizard in a snow blizzard eat a chicken gizzard with a girl named lizzy dropping science like galileo dropped the orange
19,Beastie Boys,3Minute Rule,Pauls Boutique,80s,1989,1985-Jul-25,i stay up all night i go to sleep watching dragnet never sleep alone because jimmy is the magnet im so rope they call me mr roper when the troubles arise you know im the cool coper on the mic i score just like the yankees get over on miss crabtree like my main man spankee excuse me young lady i dont mean to trouble ya but youre lookin so fly inside your bmw i got lucky i brought home the kitten before i got busy i slipped on the mitten cant get better odds because im a sure thing proud mary keeps on turning and rolling like a ring ding jump the turnstiles never pay the toll doo wah diddy and bust in with the pre roll customs jailed me over an herb seed dont rat on your boy over some rat weed im outta your back door im into another your boyfriend doesnt know about me and your mother not perfect grammar always perfect timing the mike stands for money and the d is for diamonds roses are red the sky is blue i got my barrel at your neck so what the fuck you gonna do its just two wheels and me the wind in my eyes the engine is the music and my nines by my side cause you know y a u c h im taking all emcees out in the place takin life as it comes no fool am i im goin off gettin paid and i dont ask why playin beats on my box makin music for the many know a lot of def girls thatll do anything a lot of parents like to think im a villain im just chillin like bob dylan yeah i smoke cheeba it helps me with my brain i might be a little dusted but im not insane people come up to me and they try to talk shit man i was making records when you were suckin your mothers dick girl youre walking tall now in your fancy clothes you got fancy things theyre going up your nose youre getting fancy gifts from expensive men youre a dog on a leash like a pig in a pen mothership connection getting girls affection if your life needs correction dont follow my direction you got your by your agent your harley you be driving around hollywood with yo sorry charlie cause im running things like some mack motherfucker you slipin you slackin cause youre a false fake sucker you slip you slack you clock me and you lack while im reading on the road by my man jack kerouac poetry in motion coconut lotion had to diss the girl because she got too emotional are you experienced little girl i want to know what goes on in your little girl world cause im on your mind its hard to forget me ill take your pride for a ride if you let me so peace out yall a pcp song out full throttle to the bottle and full full clout and im out
20,Beastie Boys,Hey Ladies,Pauls Boutique,80s,1989,1985-Jul-25,hey ladies in the place im callin out to ya there never was a city kid truer and bluer theres more to me than youll ever know and i got more hits than sadaharu oh tom thumb tom cushman or tom foolery date women on tv with the help of chuck woolery words flowin out just like the grand canyon and im always out lookin for a female companion i threw the lasso around the tallest one and dragged her to the crib i took off her moccasins and put on the bib wheelin and dealin i make a little bit of a stealin ill bring you back to the place and your dress im peelin your bodys on time and your mind is appealin starin at the cracks up there up on the ceilin such and such will be the bass that im throwin im talking to a girl telling her im all knowing well shes talking to the kid im telling her every lie that you know that i never did hey ladies get funky all the ladies in the house the ladies the ladies well me in the corner with a good lookin daughter i dropped my drawers and said welcome back kotter we was cuttin up the rug she started cuttin up the carpet in my apartment i begged her please stop it the gift of gab is the gift that i have and that girl aint nothin but a crab educated no stupid yep and when i say stupid i mean stupid fresh im not james at or chachi in charge im adam and im adamant about livin large with the white sassoons and the looks that kill makin love in the back of my coupe de ville i met a little cutie she was all hopped up on zootie i liked the little cutie but i kicked her in the booty cause i dont kinda go for that messin around you be listenin to my records a number one sound step step to the rhythm step step to the rhyme ive got an open mind so why dont you all get inside tune in turn on to my tune thats live ladies flock like bees to a hive hey ladies get funky hey hey hey hey ladies girls girls hey hey hey hey ladies one more time aint it funky now hey hey hey hey hey hey hey hey ladies aint it funky now shes got a gold tooth you know shes hardcore shell show you a good time then shell show you the door break up with your girl it ended in tears vincent van gogh go and mail that ear i call her in the middle of the night when im drinkin the phone booth on the corner is damp and its stinkin she said come on over it was me that she missed i threw that trash can through her window cause you know i got dissed your old lady left you and you went insane you blew yourself up in the back of the train well take my advice at any price a gorilla like your mother is mighty weak man suckin down pints til i didnt know woke up in the morning with the won ton ho cause i announce i like girls that bounce with the weight that pays about a pound per ounce girls with curls and big long locks and beatnik chicks just wearing their smocks walkin high and mighty like shes number one she thinks shes the passionate one hey ladies get funky whats that good god good god dance good god baby baby baby baby aint it funky brother he ha ha ha hey hey hey hey ladies hey hey ladies
